,id,contract_start,age,applicant_gender,applicant_maritalstatus,applicant_education,dependants,job,town,default
6122,6123,2018-11-02,47.0,FEMALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Reykjavík,1
6123,6124,2018-11-02,47.0,FEMALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Kópavogur,1
6124,6125,2018-11-02,47.0,FEMALE,MARRIED,HIGHER_BA,5,EMPLOYEE,Garðabær,1
6125,6126,2018-10-31,55.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6126,6127,2018-10-31,33.0,FEMALE,MARRIED,SECONDARY,2,ENTREPRENEUR,Garðabær,0
6127,6128,2018-10-31,33.0,FEMALE,MARRIED,SECONDARY,3,ENTREPRENEUR,Selfoss,0
6128,6129,2018-11-01,44.0,MALE,COHABITING,HIGHER_BA,3,EMPLOYEE,Akureyri,0
6129,6130,2018-10-31,46.0,MALE,MARRIED,HIGHER_BA,4,PENSIONER,Vestmannaeyjar,0
6130,6131,2018-10-31,46.0,MALE,MARRIED,HIGHER_BA,0,PENSIONER,Álftanes,0
6131,6132,2018-10-31,46.0,MALE,MARRIED,HIGHER_BA,1,PENSIONER,Sauðárkrókur,0
6132,6133,2018-10-31,46.0,MALE,MARRIED,HIGHER_BA,2,PENSIONER,Reykjavík,0
6133,6134,2018-10-31,36.0,MALE,COHABITING,SECONDARY_SPECIALISED,5,EMPLOYEE,Akureyri,0
6134,6135,2018-10-31,36.0,MALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Ísafjörður,0
6135,6136,2018-10-31,36.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6136,6137,2018-11-05,55.0,FEMALE,DIVORCED,HIGHER_MA,4,EMPLOYEE,Akranes,0
6137,6138,2018-10-31,31.0,MALE,COHABITING,HIGHER_MA,3,EMPLOYEE,Reykjavík,0
6138,6139,2018-10-31,31.0,MALE,COHABITING,HIGHER_MA,0,EMPLOYEE,Mosfellsbær,0
6139,6140,2018-11-02,53.0,MALE,DIVORCED,HIGHER_BA,0,EMPLOYEE,Kópavogur,0
6140,6141,2018-11-02,53.0,MALE,DIVORCED,HIGHER_BA,4,EMPLOYEE,Hafnarfjörður,0
6141,6142,2018-11-01,46.0,FEMALE,COHABITING,HIGHER_MA,2,EMPLOYEE,Reykjavík,0
6142,6143,2018-11-01,56.0,MALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6143,6144,2018-11-01,51.0,FEMALE,DIVORCED,SECONDARY,0,EMPLOYEE,Reykjavík,0
6144,6145,2018-11-01,37.0,FEMALE,MARRIED,HIGHER_BA,0,STUDENT,Reykjavík,0
6145,6146,2018-11-01,37.0,FEMALE,MARRIED,HIGHER_BA,1,STUDENT,Garðabær,0
6146,6147,2018-11-01,37.0,FEMALE,MARRIED,HIGHER_BA,0,STUDENT,Mosfellsbær,0
6147,6148,2018-11-01,56.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,0
6148,6149,2018-11-07,51.0,MALE,MARRIED,SECONDARY,2,PENSIONER,Vestmannaeyjar,0
6149,6150,2018-11-07,49.0,MALE,MARRIED,SECONDARY,0,PENSIONER,Reykjavík,0
6150,6151,2018-11-02,50.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6151,6152,2018-11-01,32.0,MALE,MARRIED,BASIC,1,EMPLOYEE,Reykjavík,0
6152,6153,2018-11-01,46.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,UNEMPLOYED,Reykjavík,0
6153,6154,2018-11-01,39.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6154,6155,2018-11-01,43.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,1
6155,6156,2018-11-01,50.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Álftanes,0
6156,6157,2018-11-01,50.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Selfoss,0
6157,6158,2018-11-01,50.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Kópavogur,0
6158,6159,2018-11-01,38.0,MALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6159,6160,2018-11-01,35.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
6160,6161,2018-11-01,30.0,MALE,MARRIED,HIGHER_BA,4,EMPLOYEE,Reykjavík,0
6161,6162,2018-11-01,49.0,MALE,COHABITING,BASIC,1,EMPLOYEE,Álftanes,0
6162,6163,2018-11-02,52.0,FEMALE,COHABITING,SECONDARY,0,EMPLOYEE,Reykjavík,0
6163,6164,2018-11-05,36.0,MALE,SINGLE,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6164,6165,2018-11-12,50.0,FEMALE,COHABITING,SECONDARY,3,EMPLOYEE,Reykjavík,0
6165,6166,2018-11-01,39.0,FEMALE,COHABITING,HIGHER_BA,0,UNEMPLOYED,Reykjavík,0
6166,6167,2018-11-05,29.0,MALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Mosfellsbær,0
6167,6168,2018-11-01,37.0,FEMALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
6168,6169,2018-11-01,44.0,FEMALE,MARRIED,BASIC,1,EMPLOYEE,Vestmannaeyjar,0
6169,6170,2018-11-02,28.0,FEMALE,SINGLE,HIGHER_BA,1,EMPLOYEE,Reykjavík,0
6170,6171,2018-11-02,46.0,MALE,MARRIED,HIGHER_PHD,1,EMPLOYEE,Reykjavík,0
6171,6172,2018-11-02,35.0,FEMALE,DIVORCED,HIGHER_MA,2,EMPLOYEE,Hafnarfjörður,0
6172,6173,2018-11-07,38.0,FEMALE,COHABITING,HIGHER_PHD,0,EMPLOYEE,Hafnarfjörður,0
6173,6174,2018-11-07,38.0,FEMALE,COHABITING,HIGHER_PHD,2,EMPLOYEE,Reykjavík,0
6174,6175,2018-11-06,27.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Akureyri,0
6175,6176,2018-11-06,27.0,MALE,COHABITING,SECONDARY_SPECIALISED,4,ENTREPRENEUR,Reykjavík,0
6176,6177,2018-11-06,37.0,MALE,MARRIED,HIGHER_MA,4,EMPLOYEE,Reykjavík,0
6177,6178,2018-11-02,51.0,MALE,MARRIED,HIGHER_BA,4,EMPLOYEE,Reykjavík,0
6178,6179,2018-11-02,52.0,MALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6179,6180,2018-11-02,44.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Álftanes,0
6180,6181,2018-11-05,40.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
6181,6182,2018-11-01,23.0,MALE,SINGLE,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,1
6182,6183,2018-11-01,41.0,MALE,MARRIED,BASIC,0,EMPLOYEE,Reykjavík,0
6183,6184,2018-11-01,39.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Reykjavík,0
6184,6185,2018-11-01,42.0,FEMALE,SINGLE,HIGHER_BA,1,ENTREPRENEUR,Kópavogur,0
6185,6186,2018-11-01,42.0,FEMALE,SINGLE,HIGHER_BA,1,ENTREPRENEUR,Grindavík,0
6186,6187,2018-11-05,46.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Akranes,0
6187,6188,2018-11-01,41.0,FEMALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Álftanes,0
6188,6189,2018-11-01,41.0,FEMALE,MARRIED,HIGHER_MA,2,EMPLOYEE,Reykjavík,0
6189,6190,2018-11-01,41.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Selfoss,0
6190,6191,2018-11-01,41.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Garðabær,0
6191,6192,2018-11-02,53.0,MALE,COHABITING,BASIC,0,EMPLOYEE,Álftanes,0
6192,6193,2018-11-01,45.0,MALE,MARRIED,HIGHER_MA,4,EMPLOYEE,Reykjavík,0
6193,6194,2018-11-01,41.0,FEMALE,MARRIED,HIGHER_MA,1,PENSIONER,Mosfellsbær,1
6194,6195,2018-11-01,43.0,MALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
6195,6196,2018-11-01,37.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,PENSIONER,Reykjavík,0
6196,6197,2018-11-01,32.0,MALE,MARRIED,HIGHER_PHD,1,EMPLOYEE,Reykjavík,0
6197,6198,2018-11-05,39.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,PENSIONER,Álftanes,0
6198,6199,2018-11-05,39.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,PENSIONER,Mosfellsbær,0
6199,6200,2018-11-02,50.0,MALE,SINGLE,HIGHER_BA,3,EMPLOYEE,Vestmannaeyjar,0
6200,6201,2018-11-06,41.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,5,STUDENT,Reykjavík,0
6201,6202,2018-11-06,41.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,STUDENT,Kópavogur,0
6202,6203,2018-11-06,41.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,4,STUDENT,Álftanes,0
6203,6204,2018-11-05,31.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,PENSIONER,Reykjavík,0
6204,6205,2018-11-09,60.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,PENSIONER,Vestmannaeyjar,0
6205,6206,2018-11-02,32.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
6206,6207,2018-11-06,40.0,MALE,DIVORCED,HIGHER_BA,1,PENSIONER,Reykjavík,0
6207,6208,2018-11-02,34.0,FEMALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
6208,6209,2018-11-02,55.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,4,EMPLOYEE,Kópavogur,0
6209,6210,2018-11-02,38.0,FEMALE,COHABITING,BASIC,1,PENSIONER,Reykjavík,0
6210,6211,2018-11-02,43.0,FEMALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Kópavogur,0
6211,6212,2018-11-02,43.0,FEMALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
6212,6213,2018-11-02,43.0,FEMALE,MARRIED,HIGHER_BA,1,EMPLOYEE,Selfoss,0
6213,6214,2018-11-02,54.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Akranes,0
6214,6215,2018-11-02,34.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Ísafjörður,0
6215,6216,2018-11-02,34.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Kópavogur,0
6216,6217,2018-11-15,54.0,FEMALE,DIVORCED,HIGHER_BA,1,EMPLOYEE,Hafnarfjörður,0
6217,6218,2018-11-05,28.0,FEMALE,COHABITING,SECONDARY,0,PENSIONER,Mosfellsbær,0
6218,6219,2018-11-02,48.0,MALE,MARRIED,BASIC,0,EMPLOYEE,Reykjavík,0
6219,6220,2018-11-02,36.0,MALE,MARRIED,SECONDARY,2,ENTREPRENEUR,Kópavogur,0
6220,6221,2018-11-14,40.0,FEMALE,MARRIED,SECONDARY,0,EMPLOYEE,Grindavík,0
6221,6222,2018-11-02,25.0,MALE,MARRIED,BASIC,2,EMPLOYEE,Reykjavík,0
6222,6223,2018-11-05,50.0,MALE,MARRIED,BASIC,0,EMPLOYEE,Reykjavík,0
6223,6224,2018-11-05,52.0,MALE,MARRIED,BASIC,2,ENTREPRENEUR,Reykjavík,0
6224,6225,2018-11-09,24.0,FEMALE,SINGLE,SECONDARY,4,EMPLOYEE,Hafnarfjörður,0
6225,6226,2018-11-09,24.0,FEMALE,SINGLE,SECONDARY,4,EMPLOYEE,Álftanes,0
6226,6227,2018-11-05,34.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Álftanes,0
6227,6228,2018-11-05,34.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Hafnarfjörður,0
6228,6229,2018-11-05,56.0,FEMALE,SINGLE,BASIC,1,EMPLOYEE,Akranes,0
6229,6230,2018-11-05,34.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Kópavogur,1
6230,6231,2018-11-05,34.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,1
6231,6232,2018-11-05,42.0,MALE,DIVORCED,HIGHER_MA,0,ENTREPRENEUR,Reykjavík,0
6232,6233,2018-11-05,43.0,FEMALE,DIVORCED,SECONDARY,0,EMPLOYEE,Reykjavík,0
6233,6234,2018-11-07,53.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6234,6235,2018-11-05,44.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,PENSIONER,Reykjavík,0
6235,6236,2018-11-05,40.0,FEMALE,MARRIED,SECONDARY,0,EMPLOYEE,Reykjavík,0
6236,6237,2018-11-05,52.0,FEMALE,MARRIED,SECONDARY,2,EMPLOYEE,Reykjavík,0
6237,6238,2018-11-05,26.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Grindavík,0
6238,6239,2018-11-05,59.0,FEMALE,MARRIED,BASIC,2,EMPLOYEE,Reykjavík,0
6239,6240,2018-11-05,41.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
6240,6241,2018-11-05,44.0,FEMALE,COHABITING,BASIC,0,EMPLOYEE,Akureyri,0
6241,6242,2018-11-05,55.0,MALE,MARRIED,BASIC,0,PENSIONER,Vestmannaeyjar,1
6242,6243,2018-11-05,27.0,MALE,MARRIED,HIGHER_BA,1,EMPLOYEE,Hafnarfjörður,0
6243,6244,2018-11-05,27.0,MALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
6244,6245,2018-11-05,27.0,MALE,MARRIED,HIGHER_BA,1,EMPLOYEE,Seltjarnarnes,0
6245,6246,2018-11-13,42.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6246,6247,2018-11-05,36.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
6247,6248,2018-11-05,42.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6248,6249,2018-11-05,36.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,UNEMPLOYED,Reykjavík,0
6249,6250,2018-11-05,41.0,FEMALE,MARRIED,SECONDARY,1,PENSIONER,Reykjavík,0
6250,6251,2018-11-05,30.0,MALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6251,6252,2018-11-05,40.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,UNEMPLOYED,Reykjavík,0
6252,6253,2018-11-05,46.0,MALE,MARRIED,HIGHER_MA,0,ENTREPRENEUR,Álftanes,0
6253,6254,2018-11-05,59.0,FEMALE,MARRIED,HIGHER_BA,2,EMPLOYEE,Reykjavík,0
6254,6255,2018-11-05,55.0,FEMALE,DIVORCED,HIGHER_PHD,0,UNEMPLOYED,Reykjavík,0
6255,6256,2018-11-05,41.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6256,6257,2018-11-05,34.0,FEMALE,COHABITING,SECONDARY,0,EMPLOYEE,Reykjavík,0
6257,6258,2018-11-05,67.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,PENSIONER,Reykjavík,0
6258,6259,2018-11-05,25.0,MALE,MARRIED,SECONDARY,3,ENTREPRENEUR,Reykjavík,0
6259,6260,2018-11-05,34.0,FEMALE,MARRIED,HIGHER_PHD,0,EMPLOYEE,Reykjavík,0
6260,6261,2018-11-05,25.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,3,PENSIONER,Reykjavík,0
6261,6262,2018-11-05,56.0,FEMALE,SINGLE,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
6262,6263,2018-11-05,30.0,MALE,MARRIED,HIGHER_PHD,0,EMPLOYEE,Hafnarfjörður,0
6263,6264,2018-11-14,24.0,MALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Kópavogur,0
6264,6265,2018-11-05,52.0,MALE,SINGLE,BASIC,0,EMPLOYEE,Reykjavík,0
6265,6266,2018-11-05,55.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,3,EMPLOYEE,Akranes,0
6266,6267,2018-11-05,55.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6267,6268,2018-11-05,52.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Ísafjörður,0
6268,6269,2018-11-05,52.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
6269,6270,2018-11-06,47.0,FEMALE,COHABITING,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
6270,6271,2018-11-05,38.0,MALE,MARRIED,SECONDARY,3,ENTREPRENEUR,Kópavogur,0
6271,6272,2018-11-07,57.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Álftanes,0
6272,6273,2018-11-05,45.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6273,6274,2018-11-05,45.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6274,6275,2018-11-05,59.0,MALE,MARRIED,HIGHER_BA,3,EMPLOYEE,Reykjavík,0
6275,6276,2018-11-05,47.0,FEMALE,DIVORCED,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
6276,6277,2018-11-05,31.0,FEMALE,SINGLE,HIGHER_MA,3,EMPLOYEE,Álftanes,0
6277,6278,2018-11-06,23.0,FEMALE,COHABITING,SECONDARY,1,STUDENT,Grindavík,0
6278,6279,2018-11-06,47.0,MALE,MARRIED,HIGHER_BA,2,EMPLOYEE,Reykjavík,0
6279,6280,2018-11-05,61.0,FEMALE,MARRIED,BASIC,0,PENSIONER,Reykjavík,0
6280,6281,2018-11-05,28.0,FEMALE,MARRIED,SECONDARY,0,EMPLOYEE,Reykjavík,0
6281,6282,2018-11-06,35.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
6282,6283,2018-11-06,35.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,4,ENTREPRENEUR,Akranes,0
6283,6284,2018-11-06,32.0,MALE,MARRIED,SECONDARY,1,ENTREPRENEUR,Álftanes,0
6284,6285,2018-11-06,32.0,MALE,MARRIED,SECONDARY,0,ENTREPRENEUR,Reykjavík,0
6285,6286,2018-11-06,32.0,MALE,MARRIED,SECONDARY,0,ENTREPRENEUR,Akureyri,0
6286,6287,2018-11-07,33.0,MALE,DIVORCED,SECONDARY,0,PENSIONER,Reykjavík,0
6287,6288,2018-11-07,41.0,MALE,SINGLE,SECONDARY_SPECIALISED,2,PENSIONER,Akranes,0
6288,6289,2018-11-06,27.0,MALE,COHABITING,SECONDARY_SPECIALISED,1,ENTREPRENEUR,Reykjavík,0
6289,6290,2018-11-06,71.0,MALE,MARRIED,HIGHER_BA,2,EMPLOYEE,Reykjavík,0
6290,6291,2018-11-06,71.0,MALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Sauðárkrókur,0
6291,6292,2018-11-06,40.0,MALE,MARRIED,SECONDARY,0,PENSIONER,Reykjavík,0
6292,6293,2018-11-06,40.0,MALE,MARRIED,SECONDARY,0,PENSIONER,Akranes,0
6293,6294,2018-11-06,41.0,MALE,MARRIED,BASIC,0,PENSIONER,Reykjavík,0
6294,6295,2018-11-06,22.0,MALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6295,6296,2018-11-07,48.0,FEMALE,MARRIED,SECONDARY,0,PENSIONER,Reykjavík,0
6296,6297,2018-11-07,48.0,FEMALE,MARRIED,SECONDARY,0,PENSIONER,Vestmannaeyjar,0
6297,6298,2018-11-07,34.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,5,EMPLOYEE,Reykjavík,0
6298,6299,2018-11-06,27.0,MALE,SINGLE,SECONDARY_SPECIALISED,2,PENSIONER,Mosfellsbær,0
6299,6300,2018-11-08,50.0,FEMALE,MARRIED,HIGHER_BA,5,EMPLOYEE,Kópavogur,0
6300,6301,2018-11-07,27.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6301,6302,2018-11-06,50.0,MALE,SINGLE,HIGHER_BA,0,PENSIONER,Vestmannaeyjar,0
6302,6303,2018-11-06,50.0,MALE,SINGLE,HIGHER_BA,0,PENSIONER,Kópavogur,0
6303,6304,2018-11-06,47.0,MALE,DIVORCED,SECONDARY_SPECIALISED,3,EMPLOYEE,Reykjavík,0
6304,6305,2018-11-08,36.0,MALE,MARRIED,SECONDARY_SPECIALISED,5,EMPLOYEE,Selfoss,0
6305,6306,2018-11-09,46.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,PENSIONER,Reykjavík,0
6306,6307,2018-11-09,46.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,5,PENSIONER,Mosfellsbær,0
6307,6308,2018-11-08,60.0,FEMALE,WIDOW,SECONDARY,1,PENSIONER,Reykjavík,1
6308,6309,2018-11-07,41.0,MALE,COHABITING,SECONDARY_SPECIALISED,2,UNEMPLOYED,Álftanes,0
6309,6310,2018-11-07,41.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,UNEMPLOYED,Reykjavík,0
6310,6311,2018-11-07,47.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Ísafjörður,0
6311,6312,2018-11-07,47.0,MALE,MARRIED,SECONDARY,1,EMPLOYEE,Reykjavík,0
6312,6313,2018-11-09,44.0,FEMALE,COHABITING,BASIC,3,EMPLOYEE,Selfoss,0
6313,6314,2018-11-09,44.0,FEMALE,COHABITING,BASIC,0,EMPLOYEE,Reykjavík,0
6314,6315,2018-11-06,57.0,FEMALE,COHABITING,BASIC,2,EMPLOYEE,Reykjavík,0
6315,6316,2018-11-06,37.0,MALE,DIVORCED,HIGHER_BA,0,EMPLOYEE,Reykjavík,0
6316,6317,2018-11-19,70.0,FEMALE,WIDOW,BASIC,4,PENSIONER,Reykjavík,0
6317,6318,2018-11-06,56.0,FEMALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Akureyri,0
6318,6319,2018-11-07,60.0,MALE,COHABITING,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,0
6319,6320,2018-11-12,53.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,UNEMPLOYED,Grindavík,0
6320,6321,2018-11-12,53.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,UNEMPLOYED,Hafnarfjörður,0
6321,6322,2018-11-06,47.0,FEMALE,MARRIED,HIGHER_MA,0,PENSIONER,Reykjavík,0
6322,6323,2018-11-14,61.0,FEMALE,MARRIED,BASIC,1,PENSIONER,Reykjavík,0
6323,6324,2018-11-14,61.0,FEMALE,MARRIED,BASIC,3,PENSIONER,Kópavogur,0
6324,6325,2018-11-14,61.0,FEMALE,MARRIED,BASIC,1,PENSIONER,Mosfellsbær,0
6325,6326,2018-11-14,61.0,FEMALE,MARRIED,BASIC,0,PENSIONER,Álftanes,0
6326,6327,2018-11-06,45.0,FEMALE,MARRIED,HIGHER_BA,1,PENSIONER,Reykjavík,0
6327,6328,2018-11-09,44.0,MALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Álftanes,0
6328,6329,2018-11-07,66.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
6329,6330,2018-11-07,66.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Vestmannaeyjar,0
6330,6331,2018-11-06,52.0,MALE,MARRIED,HIGHER_BA,0,PENSIONER,Kópavogur,0
6331,6332,2018-11-08,38.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,UNEMPLOYED,Reykjavík,0
6332,6333,2018-11-07,38.0,MALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Álftanes,0
6333,6334,2018-11-07,38.0,MALE,SINGLE,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6334,6335,2018-11-06,37.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
6335,6336,2018-11-06,39.0,MALE,MARRIED,HIGHER_BA,1,PENSIONER,Reykjavík,0
6336,6337,2018-11-21,38.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Vestmannaeyjar,0
6337,6338,2018-11-21,38.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
6338,6339,2018-11-08,63.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Hafnarfjörður,1
6339,6340,2018-11-06,40.0,MALE,MARRIED,HIGHER_MA,3,PENSIONER,Reykjavík,0
6340,6341,2018-11-06,51.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,PENSIONER,Hafnarfjörður,1
6341,6342,2018-11-08,41.0,MALE,MARRIED,SECONDARY,1,PENSIONER,Grindavík,0
6342,6343,2018-11-07,32.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,1,EMPLOYEE,Hafnarfjörður,0
6343,6344,2018-11-07,39.0,MALE,MARRIED,SECONDARY,0,PENSIONER,Sauðárkrókur,0
6344,6345,2018-11-07,39.0,MALE,MARRIED,SECONDARY,0,PENSIONER,Reykjavík,0
6345,6346,2018-11-09,43.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,PENSIONER,Mosfellsbær,0
6346,6347,2018-11-09,43.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,3,PENSIONER,Garðabær,0
6347,6348,2018-11-09,43.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,3,PENSIONER,Reykjavík,0
6348,6349,2018-11-06,42.0,FEMALE,DIVORCED,SECONDARY,3,PENSIONER,Reykjavík,0
6349,6350,2018-11-13,39.0,MALE,DIVORCED,SECONDARY_SPECIALISED,5,UNEMPLOYED,Reykjavík,0
6350,6351,2018-11-15,41.0,FEMALE,MARRIED,HIGHER_BA,0,PENSIONER,Reykjavík,0
6351,6352,2018-11-09,48.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,2,UNEMPLOYED,Mosfellsbær,0
6352,6353,2018-11-09,48.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,2,UNEMPLOYED,Reykjavík,0
6353,6354,2018-11-08,51.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Kópavogur,0
6354,6355,2018-11-08,51.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6355,6356,2018-11-08,51.0,FEMALE,COHABITING,BASIC,1,EMPLOYEE,Reykjavík,0
6356,6357,2018-11-07,47.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
6357,6358,2018-11-07,47.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Kópavogur,0
